,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,الأمر ليس كما تعتقدينه,32.845947265625,30.493492126464844,27.970014572143555,25.547508239746094,27.01204490661621,25.28091812133789,25.053970336914062,22.27724838256836,23.013530731201172,22.342557907104492
1,أود تناسي الفروة والريش والقشور.,79.72744750976562,82.47217559814453,80.3659439086914,82.24638366699219,81.85208129882812,78.72632598876953,79.57404327392578,79.13703918457031,81.68925476074219,80.78462219238281
2,وكان قوم منهم يريدون ان يمسكوه ولكن لم يلق احد عليه الايادي,108.14860534667969,104.03407287597656,91.37240600585938,89.29045104980469,93.56583404541016,87.23585510253906,85.78517150878906,88.55859375,84.80992126464844,86.28532409667969
3,أوه، أنها على ما يرام.,31.928325653076172,30.91836166381836,29.7542724609375,26.517292022705078,24.85700225830078,21.848752975463867,21.292200088500977,21.691146850585938,21.474666595458984,21.034570693969727
4,تحقق من الألعاب أكثر عظيمة لباد الخاص بك في iPadCasinoApp.com,124.16851043701172,111.86394500732422,109.6718521118164,110.30751037597656,107.72569274902344,101.50994873046875,106.24842834472656,106.74069213867188,100.58637237548828,101.03626251220703
5,مرحبًا بالعودة إلى المنزل,36.84007263183594,37.2369499206543,26.661663055419922,27.419391632080078,25.623733520507812,25.287988662719727,25.803466796875,25.80746078491211,25.4740047454834,24.520877838134766
6,"ففي العام الماضي، نشرت ""صحيفة نيويورك تايمز"" دراسة قامت بها الحكومة.",117.75228881835938,113.54707336425781,99.52424621582031,94.06452178955078,87.5076904296875,83.84797668457031,82.95526123046875,79.24246215820312,78.90846252441406,77.06610107421875
7,ثم سكب الملاك الخامس جامه على عرش الوحش فصارت مملكته مظلمة وكانوا يعضّون على ألسنتهم من الوجع,212.37664794921875,208.17364501953125,203.3505401611328,184.86062622070312,181.79788208007812,176.20387268066406,171.3545379638672,170.40264892578125,169.00624084472656,169.50990295410156
8,لذا أقترح أن أمتعة أقل في مساحة أصغر تشغل حيزًا أصغر,118.60423278808594,108.79100799560547,101.47746276855469,95.15879821777344,102.32676696777344,96.81647491455078,94.63489532470703,95.70362854003906,92.95464324951172,93.54452514648438
9,إنها لن تذهب إلى أي مكان,28.525779724121094,27.806358337402344,26.01590347290039,23.376190185546875,22.648012161254883,22.18936538696289,22.06985092163086,22.52332305908203,20.0230712890625,19.845855712890625
10,أين نحنُ بحق الجحيم؟,26.877546310424805,22.86557960510254,23.606807708740234,22.103660583496094,22.324968338012695,21.534040451049805,22.249492645263672,20.84208106994629,20.937410354614258,21.356372833251953
11,إنه أمرٌ مغري -- بمجرد أن تعي هذا -- انه مغرٍ ان تستمر بكتابة نفس القصيدة او ان تقص نفس القصة مرة تلو الاخرى ما ان تعي ان تلك القصة حين ستُقص سوف تنال التصفيق,322.366943359375,310.5165710449219,306.58575439453125,297.63134765625,288.1211853027344,286.13848876953125,285.6717529296875,271.9402770996094,271.23968505859375,267.63519287109375
12,ادخل اسم المستخدم,25.967517852783203,22.546550750732422,18.2764892578125,22.856544494628906,16.458866119384766,15.975412368774414,17.52126121520996,15.549882888793945,16.123916625976562,15.954361915588379
13,جميعنا لدينا أجساد، أليس كذلك؟ هل فاتني اجتماع؟,75.61286163330078,72.84454345703125,68.42507934570312,67.11931610107422,63.48668670654297,61.14636993408203,63.069278717041016,60.623291015625,61.03437805175781,59.73395538330078
14,سجل الدخول أدناه للانضمام:,43.06458282470703,36.53607940673828,41.00439453125,39.56779479980469,35.30649185180664,40.672508239746094,37.6966667175293,39.533958435058594,38.560115814208984,39.61288833618164
15,-كيف عرفتي ذلك؟,34.191131591796875,23.098201751708984,22.450342178344727,21.151599884033203,19.213043212890625,16.518102645874023,18.607486724853516,17.157182693481445,16.431650161743164,16.399259567260742
16,اذا كنت فى اجتماع من قبل، يتوفر فيه نوع من المرح كنت جالسا هناك ، تنظر الى شخص ،منتظراً منه أن ينظر بعيدا ، ثم سريعا تتحقق من الجهاز.,247.8660430908203,232.60702514648438,227.31924438476562,223.75875854492188,220.6541748046875,213.04991149902344,216.1201171875,216.49810791015625,214.23580932617188,214.28009033203125
17,هل أنت متأكد؟,17.475730895996094,15.786819458007812,13.486936569213867,11.989521026611328,12.17507553100586,12.741809844970703,13.29384994506836,12.624631881713867,13.029939651489258,12.221837997436523
18,فقال لهم من طلّق امرأته وتزوج باخرى يزني عليها.,122.0379409790039,106.92717742919922,101.34619140625,103.85482788085938,97.08526611328125,92.10922241210938,98.30606079101562,97.07299041748047,95.96278381347656,94.93940734863281
19,قضيت السنتين الأخيرتين أبحث في علم تحفيز الإنسان. وبالتحديد في القوى المحركة للمحفزات الخارجية والمحفزات الذاتية.,206.8057861328125,185.06800842285156,181.8380126953125,177.3582763671875,160.927001953125,163.07733154296875,162.30169677734375,161.3208465576172,158.34475708007812,154.971435546875
20,"منذ أسبوعين, تحدثت في المؤتمر الوطني الحرم الجامعي التوعية حول مسؤولية كل مؤمن لتنصير. كان لي النص 2 كورينثيانز 5:18-21. وهنا فيديو من تلك الدورة.",286.2882385253906,284.980712890625,268.9906311035156,262.539794921875,256.2034912109375,249.78097534179688,250.63987731933594,247.05026245117188,240.4312286376953,241.42515563964844
21,لماذا أفعل ؟,13.25054931640625,15.390656471252441,15.668323516845703,15.184324264526367,16.099868774414062,17.32872772216797,15.464859962463379,16.716392517089844,16.229778289794922,17.242046356201172
22,وان اردتم ان تقبلوا فهذا هو ايليا المزمع ان ياتي.,109.65839385986328,106.81759643554688,103.74474334716797,97.30133056640625,95.92582702636719,87.58885192871094,88.56635284423828,84.42730712890625,82.75936126708984,82.89749908447266
23,ماذا يعني؟,13.042293548583984,13.185200691223145,12.001347541809082,13.963212966918945,12.269314765930176,12.996017456054688,11.90495777130127,12.5122709274292,12.62336254119873,13.733559608459473
24,ماذا تقول لي؟,18.621829986572266,14.284065246582031,15.873157501220703,13.978800773620605,13.730854034423828,14.110103607177734,15.83325481414795,14.07477855682373,13.97529411315918,13.533076286315918
25,دعهم يذهبون,20.4498233795166,22.367618560791016,19.392728805541992,18.103355407714844,17.438739776611328,15.654994010925293,16.891109466552734,15.398884773254395,15.133827209472656,15.569557189941406
26,قبل بضع سنوات ، كنت أجري بعض تجاربي في المختبر.,76.71501159667969,76.7982177734375,73.8297119140625,65.10426330566406,64.96537017822266,62.829856872558594,55.948246002197266,57.90587615966797,56.564727783203125,54.8967399597168
27,"عندما نفكر كيف يمكننا جعل العالم مكانا افضل, نعتقد انه التعليم , وهو ما نضع فيه الكثير من المال.",137.10989379882812,140.51707458496094,123.34688568115234,109.57933044433594,111.64240264892578,102.33882904052734,97.96771240234375,99.44892883300781,95.69224548339844,96.65280151367188
28,تابعنا على التويتر,25.28833770751953,23.233152389526367,24.321746826171875,24.98255157470703,23.34803009033203,24.802814483642578,24.28983497619629,24.875612258911133,24.583133697509766,23.393829345703125
29,5 من أفضل مراكز التسوق في أوروبا,58.326358795166016,49.085594177246094,44.9727783203125,42.490760803222656,39.56395721435547,37.34259033203125,35.967247009277344,31.624794006347656,31.24337387084961,29.997488021850586
30,"وصلنا إلى ميدان الرماية ""كالفيرتون""، والذي كان، بدون علم من مجموعتنا، مراقبا من طرف مكتب التحقيقات الفدرالي.",206.35018920898438,191.06472778320312,170.13478088378906,166.18350219726562,155.47879028320312,152.6226043701172,149.70223999023438,141.64593505859375,146.35980224609375,143.72869873046875
31,فاجاب يهوذا مسلمه وقال هل انا هو يا سيدي. قال له انت قلت,103.20869445800781,98.62086486816406,87.80150604248047,78.66509246826172,80.66767883300781,84.11792755126953,76.76593017578125,74.82009887695312,78.15132141113281,76.71849822998047
32,لا يذهب طفل عمره عشرة أعوام لكلية الحقوق لعمل اندماجات واستحواذات.,135.43821716308594,132.9507598876953,131.59747314453125,124.04306030273438,120.91571044921875,117.53233337402344,112.72193908691406,108.51643371582031,110.96282958984375,111.64107513427734
33,فطلب اليه كل الشياطين قائلين ارسلنا الى الخنازير لندخل فيها.,109.98533630371094,109.51854705810547,104.2049560546875,93.60293579101562,91.31997680664062,90.17123413085938,88.82054138183594,89.58098602294922,85.2056884765625,83.96728515625
34,ولكن ويل لكم ايها الاغنياء. لانكم قد نلتم عزاءكم.,120.57444763183594,109.16909790039062,98.56355285644531,90.87054443359375,80.15483093261719,86.05061340332031,80.43910217285156,80.49586486816406,80.3341293334961,79.6173324584961
35,لا يزدر من يأكل بمن لا يأكل. ولا يدن من لا يأكل من يأكل. لان الله قبله.,150.9459228515625,148.69784545898438,140.92874145507812,134.334228515625,131.8856658935547,126.22933197021484,123.005859375,119.12490844726562,121.41133117675781,120.27425384521484
36,لا أعرف سيدي,14.698707580566406,15.97169303894043,17.867645263671875,15.00522232055664,15.46412467956543,16.38349151611328,16.20539665222168,15.885754585266113,15.409173011779785,15.121295928955078
37,ان يؤلم المسيح يكن هو اول قيامة الاموات مزمعا ان ينادي بنور للشعب وللامم,174.7371368408203,171.49627685546875,164.2835693359375,167.54293823242188,166.51290893554688,165.17251586914062,159.45030212402344,159.79592895507812,158.5335235595703,160.90591430664062
38,"لدي ثلاثة اقتراحات سوف أطلعكم عليها. لدي حوالي ثلاث دقائق , لذلك سوف تناسب تماما.",138.14682006835938,128.34030151367188,121.71968078613281,117.39337158203125,120.63896942138672,117.15507507324219,112.43968963623047,108.70968627929688,106.63639068603516,105.61001586914062
39,الأولى _ الصورة السابقة _ 1 2 3 ... 5 _ التالي _ الأخيرة,117.69891357421875,99.13668823242188,81.04585266113281,76.51522827148438,69.8668212890625,53.173057556152344,42.393638610839844,40.586944580078125,36.71225357055664,32.68170166015625
40,أنا مذنب.,17.53685188293457,18.128616333007812,17.744911193847656,15.423126220703125,17.100677490234375,16.034597396850586,15.09618091583252,16.437376022338867,15.633749008178711,15.995192527770996
