,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,"Es ist nicht, was du denkst.",25.527545928955078,22.112573623657227,19.989910125732422,19.477432250976562,19.91449737548828,20.73572540283203,20.332365036010742,18.823108673095703,19.286331176757812,18.999177932739258
1,"Ich lasse gern den Pelz, das Gefieder, und die Schuppen hinter mir.",101.6941146850586,100.5804214477539,97.84033203125,93.24734497070312,95.61695861816406,91.25503540039062,88.56126403808594,89.51828002929688,88.25402069091797,86.63020324707031
2,Es wollten aber etliche ihn greifen; aber niemand legte die Hand an ihn.,96.14816284179688,79.63396453857422,89.57242584228516,83.95613098144531,83.4017333984375,81.60453033447266,79.79911804199219,74.84495544433594,77.7922134399414,76.11029052734375
3,Ist okay.,12.945734977722168,12.162898063659668,12.585445404052734,13.493971824645996,12.989651679992676,12.69241714477539,13.505398750305176,12.126850128173828,13.139814376831055,12.816710472106934
4,Schauen Sie sich weitere große Spiele für Ihr iPad an iPadCasinoApp.com,106.75152587890625,92.14250946044922,89.21345520019531,85.31082153320312,89.92062377929688,84.14242553710938,82.04916381835938,83.11504364013672,82.8343505859375,83.64317321777344
5,Trautes Heim...,36.02166748046875,30.643444061279297,34.017093658447266,32.24436950683594,35.89179611206055,35.70283508300781,36.22403335571289,36.72068786621094,35.25178527832031,35.90312194824219
6,"Letztes Jahr hat die New York Times eine Studie veröffentlicht, die die Regierung durchgeführt hat.",104.30316925048828,84.85330200195312,73.94239044189453,71.27436065673828,68.6181411743164,60.86731719970703,57.596553802490234,54.455806732177734,53.1906852722168,51.0466423034668
7,"Und der fünfte Engel goß aus seine Schale auf den Stuhl des Tiers; und sein Reich ward verfinstert, und sie zerbissen ihre Zungen vor Schmerzen",235.79104614257812,209.97354125976562,197.27294921875,196.1422576904297,179.27340698242188,171.75767517089844,171.38168334960938,172.62008666992188,172.24774169921875,171.98098754882812
8,"Deshalb schlage ich Ihnen vor, dass weniger Zeug und weniger Platz zu einem kleineren Fussabdruck führen werden.",137.13133239746094,129.11273193359375,114.74462890625,120.41658020019531,116.85317993164062,103.6768569946289,103.59722137451172,102.70642852783203,104.65650939941406,102.38265991210938
9,Die bleibt schön hier.,28.70880126953125,28.088735580444336,28.782575607299805,25.462291717529297,27.42779541015625,27.07254981994629,27.857635498046875,26.00881004333496,26.463449478149414,26.71879768371582
10,- Wo zum Teufel sind wir?,32.88277053833008,22.134355545043945,21.2141056060791,18.45599365234375,17.869384765625,17.495847702026367,17.50759506225586,16.669384002685547,16.82719612121582,16.568435668945312
11,"Es ist verführerisch – wenn man das einmal erkannt hat – es ist verführerisch immer das gleiche Gedicht zu schreiben, oder immer die gleiche Geschichte zu erzählen, immer und immer wieder, wenn man einmal erkannt hat, dass es einem Applaus bringt.",291.81658935546875,255.14259338378906,259.0776672363281,241.604248046875,227.7787322998047,214.96600341796875,213.8431396484375,212.547119140625,204.26422119140625,202.65231323242188
12,Benutzername einfügen,36.531707763671875,27.307952880859375,32.60725021362305,27.41975212097168,25.489070892333984,21.84857177734375,22.45305633544922,22.91192626953125,23.506610870361328,23.068761825561523
13,"Wir alle haben Körper, oder?",37.740150451660156,30.956159591674805,30.00698471069336,32.87971496582031,28.141925811767578,29.75075912475586,27.45636749267578,27.493146896362305,28.126684188842773,27.509145736694336
14,IHR ADDEFEND STATUS ZUR DATENERFASSUNG:,81.37240600585938,84.37385559082031,77.06312561035156,78.71269989013672,82.1053695678711,74.29390716552734,71.92200469970703,68.79517364501953,70.22303009033203,68.7862548828125
15,Woher wissen Sie das?,27.478986740112305,15.781789779663086,17.145050048828125,15.820893287658691,12.128739356994629,10.68276309967041,11.125962257385254,11.352932929992676,10.982832908630371,11.038474082946777
16,"Wenn wenn Sie jemals in einem Meeting waren wo Sie irgendwie ""Meeting Schlappschwanz"" gespielt haben, Sie sitzen da, gucken die Person an und warten, dass sie wegguckt und dann plötzlich das Gerät checkt.",295.6116638183594,284.9669189453125,278.04931640625,267.2193603515625,254.2932891845703,246.56080627441406,239.5102996826172,230.02462768554688,220.0301513671875,219.24021911621094
17,Sind Sie sicher?,21.553165435791016,14.797910690307617,13.138202667236328,12.458980560302734,11.072181701660156,10.687980651855469,11.824979782104492,12.147634506225586,12.915914535522461,11.915077209472656
18,"Und er sprach zu ihnen: Wer sich scheidet von seinem Weibe und freit eine andere, der bricht die Ehe an ihr;",148.12208557128906,137.47317504882812,126.68991088867188,126.74655151367188,121.52669525146484,112.63638305664062,106.04785919189453,109.70745086669922,106.24638366699219,105.5804214477539
19,"Ich habe die letzten Jahre damit verbracht, die Wissenschaft menschlicher Motivation zu untersuchen. Insbesondere das Kräftespiel von extrinsischen Motivatoren und intrinsischen Motivatoren.",238.01805114746094,208.64138793945312,224.3638153076172,207.1742401123047,202.46168518066406,200.05343627929688,192.7144775390625,187.15130615234375,183.57705688476562,176.20281982421875
20,"Vor ein paar Wochen, Ich sprach auf dem Campus Outreach National Conference über jede Verantwortung des Gläubigen zu evangelisieren. Mein Text war 2 Corinthians 5:18-21. Hier ist das Video von dieser Sitzung.",351.5054931640625,327.90631103515625,322.16131591796875,309.6929016113281,309.11529541015625,292.1246032714844,290.4460754394531,284.52935791015625,285.72186279296875,285.7132568359375
21,- Warum sollte ich?,22.05748748779297,17.26360321044922,16.2698974609375,16.98247528076172,17.21659278869629,14.245641708374023,15.226995468139648,15.547277450561523,14.065014839172363,13.733638763427734
22,"Und (so ihr's wollt annehmen) er ist Elia, der da soll zukünftig sein.",119.08094787597656,113.01964569091797,117.15428924560547,106.23548889160156,107.72525787353516,109.26525115966797,103.81758117675781,101.94184875488281,98.39915466308594,100.47584533691406
