,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,"Всё не так, как тебе кажется.",1.6039098501205444,1.5092992782592773,1.3251808881759644,1.1092137098312378,1.2855072021484375,1.1405986547470093,1.0871864557266235,1.1278101205825806,1.1122153997421265,1.077322244644165
1,"Мне нравится видеть сквозь мех, перья и чешую.",2.7108542919158936,2.6490089893341064,2.593626022338867,2.5731778144836426,2.4442644119262695,2.32088303565979,2.2404096126556396,2.173037052154541,2.177217960357666,2.191131114959717
2,Некоторые из них хотели схватить Его; но никто не наложил на Него рук.,1.7677407264709473,1.6788839101791382,1.5675525665283203,1.4628934860229492,1.472274661064148,1.4279735088348389,1.4318114519119263,1.453096866607666,1.4127156734466553,1.4191750288009644
3,Ничего.,2.2676422595977783,2.022404909133911,2.0677974224090576,2.000836133956909,2.096776247024536,2.0054099559783936,2.0057528018951416,1.9442994594573975,1.9675673246383667,2.044416904449463
4,Проверьте больше отличных игр для вашего IPad в iPadCasinoApp.com,2.534330368041992,2.4062483310699463,2.277980089187622,2.2799534797668457,2.0446536540985107,1.8982614278793335,1.95159912109375,1.953731656074524,1.8921644687652588,1.8798171281814575
5,"- Дом, милый дом.",2.7598252296447754,2.8591723442077637,2.520094871520996,2.6462419033050537,2.384849786758423,2.4988651275634766,2.6016716957092285,2.599919080734253,2.7137844562530518,2.5939342975616455
6,"В прошлом году Нью-Йорк Таймс опубликовала исследование, проведённое по инициативе правительства.",1.608810305595398,1.3666796684265137,1.1771141290664673,1.1284539699554443,1.0210543870925903,1.0516812801361084,0.934830367565155,0.8967605829238892,0.8876218199729919,0.8711320757865906
7,"Пятый Ангел вылил чашу свою на престол зверя: и сделалось царство его мрачно, и они кусали языки свои от страдания,",2.571898937225342,2.52120304107666,2.3708107471466064,2.1849162578582764,2.2262845039367676,2.2835934162139893,2.17468523979187,2.1604483127593994,2.1042287349700928,2.056750535964966
8,"Я выдвигаю гипотезу, что меньше вещей и меньше пространства будут меньше воздействовать на окружающую среду.",1.728668451309204,1.588924527168274,1.4401607513427734,1.3665485382080078,1.2521592378616333,1.2049082517623901,1.1697235107421875,1.0751434564590454,1.0997370481491089,1.0894469022750854
9,Она никуда не денется.,2.2751004695892334,2.4868240356445312,1.8905162811279297,1.5541726350784302,1.4138494729995728,1.2639304399490356,1.0340667963027954,1.0702571868896484,1.0583748817443848,1.0457842350006104
10,Куда же мы попали?,2.071676015853882,2.0742170810699463,1.812109112739563,1.7519482374191284,1.7010995149612427,1.6668527126312256,1.5890640020370483,1.6299371719360352,1.6489787101745605,1.5826194286346436
11,"Очень заманчиво — когда это понимаешь — очень заманчиво продолжать писать одни и теже стихи, или рассказывать одну и ту же историю, снова и снова, когда понимаешь, что это принесет аплодисменты.",2.2019410133361816,1.9954042434692383,1.8024392127990723,1.8153173923492432,1.7653377056121826,1.7184977531433105,1.659897804260254,1.6368169784545898,1.5587389469146729,1.5693366527557373
12,Дoбавить в избраннoе,4.187047481536865,3.8927433490753174,3.7441210746765137,3.642939805984497,3.8252243995666504,3.668045997619629,3.776522159576416,3.6235849857330322,3.6444056034088135,3.5894546508789062
13,"У нас же у всех есть руки и ноги, или я что-то пропустил?",2.0980396270751953,1.9147112369537354,1.8654236793518066,1.7604702711105347,1.718687653541565,1.7387646436691284,1.677721381187439,1.6254534721374512,1.549757719039917,1.5598351955413818
14,Диджитал. Завершено,3.6827621459960938,3.304539918899536,3.5516655445098877,3.6448168754577637,3.6367268562316895,3.678637742996216,3.5103812217712402,3.2937872409820557,3.3699841499328613,3.354477643966675
15,Откуда вы знаете?,1.4456021785736084,1.3930351734161377,1.2692322731018066,1.4052397012710571,1.0959781408309937,1.1104263067245483,1.0975595712661743,1.1286303997039795,1.10697340965271,1.078105092048645
16,"И если вы когда-либо были на совещании, где вам отводилась роль статиста, этакой ""наседки"", вы можете увидеть человека, который ждёт, пока все отвернутся, и потом быстро проверяет, нет ли новых сообщений.",2.2371816635131836,2.1253178119659424,1.990326166152954,1.8471031188964844,1.8814729452133179,1.759480357170105,1.8019863367080688,1.754705548286438,1.7630386352539062,1.7496066093444824
