,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,It's not what you think.,23.42916488647461,17.518596649169922,18.173067092895508,18.762710571289062,16.05528450012207,15.032136917114258,16.02048110961914,15.286750793457031,15.208924293518066,15.544229507446289
1,"I like to get past the fur, the feathers and the scales.",73.18815612792969,70.35440063476562,68.99647521972656,70.55270385742188,66.82010650634766,64.92256164550781,63.46320343017578,62.136898040771484,63.15634536743164,61.8421745300293
2,"Some of them would have arrested him, but no one laid hands on him.",85.85100555419922,69.56526184082031,70.7450180053711,69.04236602783203,68.7266616821289,67.67253875732422,64.88754272460938,66.62994384765625,61.05498504638672,61.165916442871094
3,"Oh, it's okay.",16.738201141357422,14.761808395385742,14.931794166564941,14.111170768737793,13.824907302856445,13.308717727661133,13.735750198364258,12.962431907653809,11.969696998596191,12.433588027954102
4,Check out more great Games for your iPad at iPadCasinoApp.com,99.16392517089844,100.43939208984375,94.41919708251953,87.56755828857422,87.78939819335938,84.90879821777344,83.63925170898438,82.10789489746094,80.7677230834961,81.2203140258789
5,"Home, sweet home.",30.184757232666016,27.83575439453125,30.31599998474121,27.42005729675293,30.815139770507812,27.575788497924805,28.03145980834961,28.04091453552246,27.741857528686523,28.315738677978516
6,"Last year, The New York Times published a study that the government had done.",85.98302459716797,79.33680725097656,73.79222106933594,70.3828353881836,67.31462097167969,66.36134338378906,64.63328552246094,64.42605590820312,63.95095443725586,62.60563659667969
7,"And the fifth angel poured out his vial upon the seat of the beast; and his kingdom was full of darkness; and they gnawed their tongues for pain,",197.88031005859375,169.6529541015625,167.7901153564453,168.88502502441406,160.06900024414062,162.89834594726562,158.43215942382812,156.48709106445312,155.1442413330078,154.17166137695312
8,So I'm going to suggest that less stuff and less space are going to equal a smaller footprint.,106.248046875,106.21344757080078,103.17892456054688,103.10653686523438,97.96925354003906,94.3551025390625,100.67719268798828,92.81556701660156,95.66120147705078,93.59192657470703
9,She's not going anywhere.,22.0645751953125,17.159120559692383,17.826265335083008,16.748401641845703,17.28008270263672,15.500368118286133,15.100317001342773,15.685334205627441,15.09298324584961,15.208672523498535
10,Where the hell are we?,26.340221405029297,22.119047164916992,16.214773178100586,14.284361839294434,15.60487174987793,14.775699615478516,14.523906707763672,14.52306842803955,15.53969955444336,15.582487106323242
11,"Once you've figured this out, it is tempting to keep writing the same poem, or keep telling the same story, over and over, once you've figured out that it will gain you applause.",218.92771911621094,202.51280212402344,196.2711181640625,193.48477172851562,187.68138122558594,188.47250366210938,177.66806030273438,177.78111267089844,174.60958862304688,174.96163940429688
12,Enter your username,19.751312255859375,20.449981689453125,19.728464126586914,16.58380126953125,14.26078987121582,16.0209903717041,14.321609497070312,13.106758117675781,12.458559036254883,12.571674346923828
13,"We all have bodies, don't we? Did I miss a meeting?",75.91873168945312,80.07318115234375,69.5072021484375,72.65887451171875,67.06575775146484,63.03593063354492,65.48738098144531,63.11640930175781,59.51315689086914,60.07506561279297
14,Uploaded on: {{ data.dateFormatted }},103.33497619628906,101.14167785644531,93.77359008789062,91.352294921875,91.4267807006836,94.9776611328125,93.66011047363281,87.87965393066406,84.99901580810547,85.91064453125
15,- How did you know that?,20.333799362182617,18.059276580810547,16.960662841796875,17.497013092041016,14.496660232543945,15.728482246398926,14.821430206298828,14.549490928649902,13.884889602661133,13.613706588745117
16,"And if you've ever been in a meeting where you play sort of meeting ""chicken,"" you're sitting there, looking at the person, waiting for them to look away, and then quickly checking the device.",217.8257293701172,206.729248046875,201.9805908203125,204.03713989257812,196.7747039794922,193.34255981445312,190.03408813476562,186.7579345703125,186.8565673828125,186.92721557617188
17,Are you certain?,19.004108428955078,17.035263061523438,14.9771728515625,16.533016204833984,15.102230072021484,14.661843299865723,15.120722770690918,14.413294792175293,13.609321594238281,13.885019302368164
18,"And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her.",118.40243530273438,113.923095703125,111.14215087890625,109.63326263427734,106.90953826904297,106.14070892333984,104.47615051269531,98.72831726074219,97.32418823242188,95.80198669433594
19,"I spent the last couple of years looking at the science of human motivation, particularly the dynamics of extrinsic motivators and intrinsic motivators.",185.10726928710938,176.2408447265625,172.00387573242188,172.99610900878906,171.27218627929688,166.52610778808594,167.57391357421875,160.6877899169922,159.51492309570312,159.37130737304688
20,"A couple of weeks ago, I spoke at the Campus Outreach National Conference about every believer’s responsibility to evangelize. My text was 2 Corinthians 5:18-21. Here’s the video from that session.",274.11474609375,263.23443603515625,248.62420654296875,255.29098510742188,249.65589904785156,249.31741333007812,224.62913513183594,224.391357421875,221.25845336914062,221.21192932128906
21,Why would I?,16.93344497680664,13.764385223388672,12.66561508178711,12.136932373046875,12.792045593261719,14.182958602905273,13.697381973266602,14.132745742797852,13.95095443725586,13.790277481079102
22,"And if ye will receive it, this is Elias, which was for to come.",84.48138427734375,75.84454345703125,76.44105529785156,79.70069122314453,73.61438751220703,79.13809204101562,76.63862609863281,73.59534454345703,75.59373474121094,76.48797607421875
23,What's that mean?,20.834598541259766,17.720834732055664,14.746959686279297,14.774171829223633,13.330290794372559,12.990707397460938,15.497529029846191,13.83022403717041,12.791254997253418,13.388075828552246
24,What are you telling me?,17.507694244384766,13.602025985717773,13.301905632019043,11.71125316619873,13.077005386352539,13.931513786315918,13.801377296447754,12.0770845413208,12.475908279418945,12.268774032592773
25,Let them go.,14.853080749511719,11.494430541992188,12.642719268798828,12.25031852722168,13.430136680603027,13.500788688659668,12.03775405883789,11.965280532836914,12.496482849121094,12.384721755981445
26,"A few years ago, I was running some of my own experiments in the lab.",70.96963500976562,63.688751220703125,57.70486068725586,60.055397033691406,56.06836700439453,55.218658447265625,55.27229309082031,51.905941009521484,51.19213104248047,51.09593963623047
27,"When we think about how we're going to make the world a better place, we think education; that's where we put a lot of money.",124.2306900024414,108.4781494140625,108.8574447631836,102.47357177734375,102.89422607421875,97.74679565429688,97.04447937011719,93.71724700927734,90.12969207763672,90.10508728027344
28,Follow us on Instagram,21.30544662475586,19.79907989501953,20.14030647277832,17.71381378173828,17.4852294921875,18.344913482666016,19.720792770385742,17.610260009765625,15.927072525024414,16.879905700683594
29,Top 5 Cities With The Best Nightlife In Europe,52.583248138427734,50.65977096557617,47.5825080871582,47.363304138183594,46.29638671875,44.01553726196289,41.49025344848633,39.57963943481445,37.4500732421875,36.30696105957031
30,"We arrived at Calverton Shooting Range, which unbeknownst to our group was being watched by the FBI.",140.170166015625,139.7818603515625,134.87030029296875,132.9839630126953,134.3266143798828,133.5434112548828,124.9957275390625,127.69940948486328,124.01502990722656,123.87995147705078
31,"Judas, who betrayed him, answered, ""It isn't me, is it, Rabbi?"" He said to him, ""You said it.""",138.31552124023438,125.0932846069336,125.66876220703125,122.00509643554688,110.0950927734375,117.07749938964844,107.64278411865234,103.90794372558594,103.29961395263672,103.09928894042969
32,No 10-year-old goes to law school to do mergers and acquisitions.,99.63748168945312,98.17208862304688,93.02261352539062,89.14909362792969,86.5565185546875,84.00875854492188,81.6545639038086,81.61498260498047,79.389404296875,78.35409545898438
33,"And all the devils besought him, saying, Send us into the swine, that we may enter into them.",110.4814453125,104.46807098388672,100.8714828491211,108.31820678710938,101.61978912353516,98.89689636230469,96.5276107788086,97.47303771972656,94.15946960449219,93.5682373046875
34,"""But woe to you who are rich! For you have received your consolation.",95.35426330566406,86.8042221069336,88.61674499511719,86.76776123046875,86.83653259277344,80.63798522949219,81.11146545410156,78.87815856933594,77.44493103027344,75.71318054199219
35,Let not him that eateth despise him that eateth not; and let not him which eateth not judge him that eateth: for God hath received him.,200.4691162109375,158.3333740234375,179.52200317382812,162.72735595703125,164.7032012939453,167.22738647460938,148.04022216796875,150.7525177001953,139.69436645507812,139.5047607421875
36,"I don't know, sir.",15.45715618133545,14.328385353088379,13.451799392700195,14.291829109191895,13.845088958740234,13.860725402832031,13.040054321289062,11.82672119140625,12.355844497680664,11.979955673217773
37,"how the Christ must suffer, and how, by the resurrection of the dead, he would be first to proclaim light both to these people and to the Gentiles.""",172.21087646484375,167.56741333007812,173.352783203125,176.89834594726562,171.3865509033203,170.2466278076172,164.689697265625,165.47735595703125,165.62957763671875,165.48956298828125
38,I have three suggestions to share with you.,36.71799850463867,39.02755355834961,35.096832275390625,33.80953598022461,32.56684875488281,32.11846923828125,31.375408172607422,31.517160415649414,31.4394474029541,31.721702575683594
39,First _ Previous _ 1 2 3 ... 8 _ Next _ Last,104.40388488769531,93.3837890625,67.75049591064453,54.936798095703125,59.2506103515625,56.481685638427734,43.88541793823242,38.97522735595703,37.37222671508789,36.92363739013672
40,I'm a sinner.,19.68505859375,19.47841453552246,19.51233673095703,17.785438537597656,17.83250617980957,17.341068267822266,18.1387882232666,17.267309188842773,16.832717895507812,16.90180778503418
41,"Thou that makest thy boast of the law, through breaking the law dishonourest thou God?",137.69190979003906,132.61016845703125,132.91932678222656,134.4322509765625,137.25286865234375,138.23135375976562,130.08023071289062,127.64607238769531,127.32830047607422,126.2270736694336
42,"Leave out the court which is outside of the temple, and don't measure it, for it has been given to the nations. They will tread the holy city under foot for forty-two months.",202.66256713867188,181.16453552246094,182.0111846923828,174.04513549804688,182.68942260742188,165.7725372314453,166.2891082763672,167.86090087890625,166.7107696533203,163.09005737304688
43,Life goes on.,20.65941619873047,21.976055145263672,19.223033905029297,19.454727172851562,19.747642517089844,20.028453826904297,19.56490707397461,18.430938720703125,17.76125717163086,17.564533233642578
44,Do you want to get out of here?,26.605485916137695,20.466148376464844,17.29149055480957,19.360624313354492,17.06624984741211,15.833637237548828,14.701629638671875,14.043403625488281,14.074349403381348,13.920114517211914
45,And sitting down they watched him there;,51.40150451660156,49.85406494140625,50.22464370727539,52.042667388916016,51.644012451171875,50.55175018310547,48.118896484375,50.2137451171875,48.746795654296875,49.025115966796875
46,"But the chancellor spoke one truth, if only one.",63.51633834838867,57.68271255493164,64.85454559326172,62.66372299194336,58.64710998535156,59.57137680053711,58.527015686035156,61.327064514160156,58.02454376220703,59.275299072265625
47,"If you are using Windows XP, CLICK HERE for an XP compatible copy of RescuePRO® Standard or CLICK HERE for an XP compatible copy of RescuePRO® Deluxe.",208.26467895507812,192.97781372070312,176.8889617919922,172.7534942626953,171.81715393066406,165.64028930664062,146.51393127441406,140.6853485107422,138.9068603515625,137.6422119140625
48,Why? Because it would have been a disaster for them and for the community if he had let them go.,98.77595520019531,96.43711853027344,92.3628158569336,94.25586700439453,91.31859588623047,96.01492309570312,91.46257019042969,86.19256591796875,84.45852661132812,84.48563385009766
49,"AESUK had not commenced, and had no intention or wish to commence, any arbitration proceedings. Its position was that JSC should not pursue or be free to pursue court proceedings against it – should it bring arbitration procedings, AESUK would defend those proceedings.",388.143310546875,387.53485107421875,368.7867431640625,370.958740234375,378.0155029296875,378.9841613769531,365.0195007324219,363.6286926269531,357.86541748046875,354.37890625
50,"And that, I think, is the hope. Thank you very much.",59.956642150878906,56.55432891845703,53.44342803955078,48.300106048583984,50.75774383544922,48.73285675048828,46.038734436035156,45.843021392822266,44.74407196044922,42.631736755371094
51,"Five years ago, I responded to a motorcycle accident.",54.25455856323242,51.70195007324219,48.46650695800781,45.6633186340332,45.966285705566406,43.98078918457031,42.06664276123047,42.46868133544922,41.07267379760742,41.24238586425781
52,"(Laughter) And I got -- and I was just like, this is ... -- and I, I ....",98.66098022460938,88.5849609375,87.46719360351562,84.49015045166016,80.20867919921875,81.17933654785156,81.20500183105469,80.05291748046875,78.3822021484375,77.38642883300781
53,"""Baby,"" I'll tell her, ""remember, your momma is a worrier, and your poppa is a warrior, and you are the girl with small hands and big eyes who never stops asking for more.""",259.9217529296875,244.24864196777344,233.60472106933594,225.52540588378906,234.5023193359375,223.36932373046875,223.3694305419922,213.8416290283203,210.9912567138672,208.91278076171875
54,and pictures.with high quality hd images.we Collect images spacially for our sweet visitors like you.,156.48741149902344,152.7109375,155.38575744628906,158.35003662109375,154.6631317138672,155.27330017089844,156.9461669921875,155.86907958984375,158.7010955810547,158.07321166992188
55,"For the law maketh men high priests which have infirmity; but the word of the oath, which was since the law, maketh the Son, who is consecrated for evermore.",209.85885620117188,194.04440307617188,195.19894409179688,193.9888458251953,189.70333862304688,185.86721801757812,192.1700439453125,191.11798095703125,191.05166625976562,191.33090209960938
56,"Your new joint venture partner might shake your hand, celebrate, go out to dinner with you and then leak an expression of anger.",165.33755493164062,159.36203002929688,153.96673583984375,154.02975463867188,156.03106689453125,156.70956420898438,153.64337158203125,151.00961303710938,148.95513916015625,149.48260498046875
57,You heard what he said.,23.0280818939209,21.466190338134766,19.582231521606445,21.871322631835938,19.32689666748047,20.71668815612793,20.220558166503906,16.97170066833496,18.880435943603516,17.81656265258789
58,"And it shall come to pass, that in the place where it was said unto them, Ye are not my people; there shall they be called the children of the living God.",156.0960693359375,136.52708435058594,128.8736572265625,125.29735565185547,123.86329650878906,118.84892272949219,113.79150390625,106.88038635253906,102.23638153076172,102.0324935913086
59,"""All right, but you're going to go in full time once you graduate.""",81.83727264404297,79.22403717041016,76.52635955810547,71.18334197998047,76.04757690429688,73.47987365722656,69.80176544189453,68.46836853027344,69.27501678466797,67.83439636230469
60,"When they had crossed over, they came to the land of Gennesaret.",93.2427978515625,83.46207427978516,78.67312622070312,80.52970886230469,81.61556243896484,80.57415771484375,77.13267517089844,76.77220916748047,80.0707015991211,79.25552368164062
61,- We have to!,18.60194969177246,20.192529678344727,18.3447322845459,17.24082374572754,17.539936065673828,18.44530487060547,18.255199432373047,17.955291748046875,17.271133422851562,16.510173797607422
62,"$55,000, and that's an incredible deal.",55.919822692871094,48.77576446533203,49.99699783325195,51.02470779418945,42.372894287109375,45.76971435546875,47.351749420166016,45.41011047363281,44.47219467163086,44.155487060546875
63,Is he coming back?,23.15129280090332,21.351688385009766,16.28408432006836,14.493563652038574,15.165946960449219,15.995119094848633,15.078568458557129,14.909178733825684,14.14979076385498,14.121001243591309
64,So what I'm saying is that entrepreneurship is where it's at.,65.74755859375,60.986610412597656,55.59589385986328,54.52140808105469,49.63438415527344,48.44097137451172,49.62871551513672,46.418670654296875,47.54217529296875,47.429466247558594
65,"The world is passing away with its lusts, but he who does God's will remains forever.",114.75297546386719,111.77091979980469,108.86897277832031,108.05218505859375,108.11204528808594,107.52764892578125,106.66392517089844,107.5400619506836,102.62422180175781,102.10326385498047
66,"Having come in, the angel said to her, ""Rejoice, you highly favored one! The Lord is with you. Blessed are you among women!""",196.66033935546875,180.66015625,171.1520233154297,176.9117431640625,170.12808227539062,169.83616638183594,160.12322998046875,157.03392028808594,155.63906860351562,154.94650268554688
67,"Jesus said to him, ""Today, salvation has come to this house, because he also is a son of Abraham.",115.25831604003906,100.43478393554688,100.0685806274414,106.29132843017578,91.751220703125,89.54102325439453,87.48149108886719,87.22482299804688,86.42010498046875,86.63909912109375
68,- I'll take it.,15.76829719543457,14.902984619140625,14.121564865112305,14.714733123779297,14.357860565185547,13.813714027404785,13.715425491333008,12.90997314453125,12.85877799987793,13.142498970031738
69,"In this the children of God are manifest, and the children of the devil: whosoever doeth not righteousness is not of God, neither he that loveth not his brother.",172.61891174316406,159.8212890625,156.14828491210938,157.77789306640625,148.47314453125,154.5354766845703,155.236328125,144.6844024658203,143.75149536132812,144.07708740234375
70,"They, being sent on their way by the assembly, passed through both Phoenicia and Samaria, declaring the conversion of the Gentiles. They caused great joy to all the brothers.",228.76063537597656,219.2676239013672,213.71182250976562,213.717041015625,212.45233154296875,205.41134643554688,199.4293212890625,201.6522216796875,201.6038055419922,203.2734375
71,"Then shall the righteous answer him, saying, Lord, when saw we thee an hungred, and fed thee? or thirsty, and gave thee drink?",189.39883422851562,189.51028442382812,185.87356567382812,179.32049560546875,181.88818359375,178.4011688232422,173.1800537109375,171.88568115234375,169.28237915039062,166.907958984375
72,And I'm here to say that I think that that is the wrong summit of the pyramid ...,88.13108825683594,84.5495834350586,76.53147888183594,77.26011657714844,76.40968322753906,77.18145751953125,77.88648986816406,75.528076171875,74.65803527832031,75.04497528076172
73,What are we to protect?,22.16501808166504,23.37999153137207,22.587173461914062,20.208417892456055,23.030780792236328,21.834320068359375,20.707616806030273,20.878732681274414,22.107404708862305,22.087430953979492
74,"If I did it slowly, it'd be on your shoulder.",60.91383361816406,52.532936096191406,53.1973876953125,52.779239654541016,49.48975372314453,47.61006164550781,45.43706512451172,48.19689178466797,47.25432586669922,47.48563003540039
75,There was a clear lesson: the Internet loves Mister Splashy Pants.,102.1580581665039,97.25178527832031,93.74238586425781,94.57591247558594,90.90275573730469,89.27308654785156,87.26936340332031,87.04842376708984,85.83301544189453,85.50967407226562
76,And I was sure that it was going to be great for democracy and for our society.,71.26316833496094,66.08526611328125,64.3387222290039,64.59764099121094,62.39790344238281,65.15130615234375,64.05953979492188,62.17957305908203,61.7640495300293,60.26784133911133
77,Nobody knew -- everyone thought they were wooden boots.,64.92778015136719,66.2119369506836,61.34465026855469,62.77607345581055,62.06976318359375,61.319610595703125,58.77583312988281,58.95327377319336,60.824405670166016,59.56626892089844
78,I think it would be interesting to see what everyone did with a project like this.,75.95602416992188,64.87971496582031,62.46431350708008,58.791053771972656,62.173362731933594,63.058937072753906,61.03957748413086,60.73173141479492,58.05155944824219,57.68463134765625
